,prediction
3300027730_21,aerobe
3300029033_11,anaerobe
3300007976_12,anaerobe
3300005470_5,anaerobe
3300029846_32,anaerobe
3300026209_74,anaerobe
3300025772_5,aerobe
3300027301_6,aerobe
3300000148_7,anaerobe
3300014107_2,anaerobe
3300021373_25,aerobe
3300027976_10,aerobe
3300029712_35,anaerobe
3300007742_17,anaerobe
3300025402_2,aerobe
3300021561_19,anaerobe
3300024185_14,anaerobe
3300021255_96,anaerobe
3300011989_34,anaerobe
3300008679_3,aerobe
3300020303_1,aerobe
3300020450_18,facultative
3300025869_19,aerobe
3300027838_27,aerobe
3300017968_55,facultative
3300027152_13,anaerobe
3300014696_4,anaerobe
3300029214_28,anaerobe
3300014047_9,anaerobe
3300007994_12,anaerobe
3300013383_14,anaerobe
3300029234_21,anaerobe
3300029245_32,anaerobe
3300028553_51,anaerobe
3300027324_4,anaerobe
3300029700_9,anaerobe
3300024259_23,anaerobe
3300020174_18,aerobe
3300012817_7,anaerobe
3300027642_19,anaerobe
3300029395_20,anaerobe
3300020214_41,anaerobe
3300025914_60,anaerobe
3300029728_14,anaerobe
3300005278_30,anaerobe
3300025613_36,anaerobe
3300018426_31,aerobe
3300017992_37,anaerobe
3300001419_17,anaerobe
3300021424_44,aerobe
3300009503_252,anaerobe
3300020364_24,anaerobe
3300010277_16,anaerobe
3300029178_4,anaerobe
3300029395_11,anaerobe
3300025737_39,anaerobe
3300024259_22,anaerobe
3300028990_9,anaerobe
3300011933_15,anaerobe
3300015024_9,aerobe
3300002173_63,anaerobe
3300005686_5,anaerobe
3300028399_40,anaerobe
3300017971_42,anaerobe
3300029013_19,anaerobe
3300027853_8,aerobe
3300026628_3,anaerobe
3300012659_11,anaerobe
3300010278_2,facultative
3300013005_40,anaerobe
3300029746_16,anaerobe
3300029844_26,anaerobe
3300028176_5,anaerobe
3300010267_24,anaerobe
3300029501_5,anaerobe
3300009503_231,anaerobe
3300029524_20,anaerobe
3300008728_4,anaerobe
3300012942_46,facultative
3300029346_15,anaerobe
3300027826_24,aerobe
3300021319_32,anaerobe
3300009779_20,aerobe
3300010281_12,anaerobe
3300022939_18,anaerobe
3300006460_20,anaerobe
3300027730_31,aerobe
3300024956_2,aerobe
3300029503_7,anaerobe
3300029212_20,anaerobe
3300022841_2,aerobe
3300027742_27,anaerobe
3300024040_12,aerobe
3300008626_20,anaerobe
3300017453_20,aerobe
3300011743_1,aerobe
3300029784_9,anaerobe
3300027800_41,anaerobe
3300027980_50,facultative
3300028481_7,anaerobe
3300005256_4,anaerobe
3300010276_28,anaerobe
3300029246_12,anaerobe
3300013144_1,anaerobe
3300025530_38,anaerobe
3300029725_10,anaerobe
3300007315_21,anaerobe
3300026882_6,anaerobe
3300029532_15,anaerobe
3300029421_13,anaerobe
3300009381_19,anaerobe
3300027510_53,anaerobe
3300006192_11,facultative
3300020411_11,aerobe
3300008505_3,facultative
3300029398_9,anaerobe
3300029729_22,anaerobe
3300014196_11,anaerobe
3300029119_31,anaerobe
3300007796_24,anaerobe
3300029702_15,anaerobe
3300024327_14,facultative
3300026142_42,anaerobe
3300029054_17,anaerobe
3300029080_10,anaerobe
3300026261_7,aerobe
3300020415_9,aerobe
3300027536_16,anaerobe
3300013936_2,anaerobe
3300028297_9,aerobe
3300021255_109,anaerobe
3300025298_19,aerobe
3300029520_6,anaerobe
3300025118_3,aerobe
3300027582_18,aerobe
3300014135_7,anaerobe
3300007208_25,anaerobe
3300007657_18,anaerobe
3300026167_13,aerobe
3300025660_34,anaerobe
3300009503_15,aerobe
3300027741_22,anaerobe
3300017951_52,anaerobe
3300020176_34,anaerobe
3300025659_8,aerobe
3300028567_54,anaerobe
3300027863_42,anaerobe
3300026282_17,aerobe
3300020431_21,aerobe
3300026531_26,anaerobe
3300025662_19,facultative
3300029459_13,anaerobe
3300027607_4,aerobe
3300027292_7,anaerobe
3300014755_12,anaerobe
3300008756_8,anaerobe
3300029011_4,anaerobe
3300026311_37,anaerobe
3300013127_32,anaerobe
3300025577_24,anaerobe
3300014893_3,anaerobe
3300021365_20,aerobe
3300021425_11,anaerobe
3300029203_17,anaerobe
3300025603_4,aerobe
3300027784_104,anaerobe
3300029846_6,facultative
3300025623_37,anaerobe
3300007297_4,anaerobe
3300000062_33,anaerobe
3300027851_25,facultative
3300029453_9,anaerobe
3300025694_19,aerobe
3300012032_13,aerobe
3300017526_34,anaerobe
3300006931_34,aerobe
3300027819_24,anaerobe
3300027976_71,anaerobe
3300008272_14,anaerobe
3300009503_126,anaerobe
3300008333_8,facultative
3300006081_4,anaerobe
3300014610_4,anaerobe
3300023251_4,anaerobe
3300027491_10,aerobe
3300029782_38,anaerobe
3300003146_15,anaerobe
3300020447_26,anaerobe
3300026522_50,anaerobe
3300020196_55,aerobe
3300008679_16,facultative
3300006499_8,anaerobe
3300027162_7,facultative
3300029620_27,anaerobe
3300027525_4,aerobe
3300022753_91,anaerobe
3300012275_2,anaerobe
3300027828_24,aerobe
3300029028_10,anaerobe
3300013766_7,anaerobe
3300013020_2,aerobe
3300008621_42,anaerobe
3300029521_10,anaerobe
3300020338_13,anaerobe
3300025214_4,aerobe
3300025349_20,anaerobe
3300025272_5,aerobe
3300003123_2,anaerobe
3300002170_30,anaerobe
3300029766_18,anaerobe
3300028984_3,facultative
3300005562_4,aerobe
3300028557_46,aerobe
3300029771_9,anaerobe
3300007796_25,anaerobe
3300025677_49,anaerobe
3300010260_17,anaerobe
3300029594_17,anaerobe
3300026078_24,aerobe
3300006289_25,anaerobe
3300025877_28,anaerobe
3300001102_17,anaerobe
3300000839_55,anaerobe
3300007517_61,aerobe
2199034002_4,anaerobe
3300029510_11,anaerobe
3300008505_8,anaerobe
3300025724_30,anaerobe
3300027719_55,anaerobe
3300026195_27,anaerobe
3300008705_7,anaerobe
3300011721_4,anaerobe
3300029336_18,anaerobe
3300021343_19,anaerobe
3300025349_18,anaerobe
3300027353_5,aerobe
3300022844_5,aerobe
3300022888_12,aerobe
3300001683_37,anaerobe
3300027057_6,aerobe
3300011988_28,anaerobe
3300012162_8,anaerobe
3300029885_27,anaerobe
3300005287_19,anaerobe
3300012886_22,anaerobe
3300014886_22,anaerobe
3300008131_6,anaerobe
3300008155_17,facultative
3300028570_45,anaerobe
3300006260_6,anaerobe
3300025869_35,anaerobe
3300029775_21,anaerobe
3300029508_11,anaerobe
3300018878_179,anaerobe
3300011980_17,anaerobe
3300022929_28,aerobe
3300025168_5,aerobe
3300029132_10,anaerobe
3300021494_6,anaerobe
3300008534_10,facultative
3300007356_14,anaerobe
3300020578_78,anaerobe
3300027323_37,anaerobe
2236876025_14,anaerobe
3300002167_36,anaerobe
3300029049_16,anaerobe
3300027317_6,aerobe
3300029439_10,anaerobe
3300029360_21,anaerobe
3300010428_36,anaerobe
3300011977_3,anaerobe
3300010370_43,anaerobe
3300020295_13,anaerobe
3300008418_17,anaerobe
3300008160_3,anaerobe
3300008479_20,anaerobe
3300027751_22,anaerobe
3300005529_76,aerobe
3300008748_5,anaerobe
3300026852_1,aerobe
3300025500_2,aerobe
3300027323_33,anaerobe
3300012837_10,aerobe
3300023172_45,anaerobe
3300013669_2,aerobe
3300008672_18,anaerobe
3300010375_42,aerobe
3300025468_30,anaerobe
3300005471_28,aerobe
3300020202_7,aerobe
3300010428_42,anaerobe
3300020418_25,aerobe
3300027366_5,anaerobe
3300029563_15,anaerobe
3300029047_12,anaerobe
3300007803_3,anaerobe
3300026851_4,aerobe
3300009702_185,anaerobe
3300029612_27,anaerobe
3300001970_12,aerobe
3300008575_23,anaerobe
3300028989_3,anaerobe
3300008404_1,anaerobe
3300029880_7,anaerobe
3300027963_34,anaerobe
3300001580_38,anaerobe
3300023096_7,aerobe
3300017400_3,anaerobe
3300013136_134,anaerobe
3300020317_11,aerobe
3300025694_20,anaerobe
3300029708_30,anaerobe
3300002170_10,anaerobe
3300011223_3,facultative
3300029851_17,anaerobe
3300029421_9,anaerobe
3300013137_165,anaerobe
3300011785_2,facultative
3300014024_10,facultative
3300027283_20,anaerobe
3300014547_7,anaerobe
3300010259_9,anaerobe
3300008750_10,anaerobe
3300018411_16,anaerobe
3300025923_19,anaerobe
3300026561_12,aerobe
3300027980_53,aerobe
3300013093_35,anaerobe
3300025702_36,anaerobe
3300025912_74,anaerobe
3300012813_4,aerobe
3300012609_5,aerobe
3300029764_12,anaerobe
3300027951_11,aerobe
3300025737_55,anaerobe
3300007355_7,aerobe
3300008160_14,anaerobe
3300027515_13,aerobe
3300025608_16,aerobe
3300026288_11,aerobe
3300014797_16,anaerobe
3300026255_21,anaerobe
3300029085_7,facultative
3300028634_32,anaerobe
3300014815_24,anaerobe
3300025586_43,anaerobe
3300007318_2,anaerobe
3300029065_2,facultative
3300008739_23,anaerobe
3300007194_10,facultative
3300006568_25,anaerobe
3300029195_13,anaerobe
3300006522_4,facultative
3300027819_112,anaerobe
3300020331_1,facultative
3300011762_3,anaerobe
3300008381_2,anaerobe
3300011768_3,facultative
2119805007_4,anaerobe
3300018080_28,anaerobe
3300029742_13,anaerobe
3300029371_18,anaerobe
3300011845_4,aerobe
3300014208_150,anaerobe
3300029676_10,anaerobe
3300008281_10,anaerobe
3300025513_44,anaerobe
3300029342_29,anaerobe
3300000212_13,anaerobe
3300008133_7,anaerobe
3300013138_37,aerobe
3300025689_37,anaerobe
3300027832_45,aerobe
3300017498_16,anaerobe
3300025094_42,anaerobe
3300027510_48,anaerobe
3300018044_7,anaerobe
3300008750_8,anaerobe
3300007648_27,anaerobe
3300027784_79,anaerobe
3300029633_9,anaerobe
3300006068_2,facultative
3300025882_19,anaerobe
3300029404_6,anaerobe
3300008418_15,anaerobe
3300029353_24,anaerobe
3300010286_18,anaerobe
3300014553_9,anaerobe
3300020423_13,aerobe
3300027077_2,aerobe
3300029798_7,anaerobe
3300014773_6,anaerobe
3300008420_28,anaerobe
3300029850_16,anaerobe
3300025435_13,anaerobe
3300012832_5,aerobe
3300012308_1,anaerobe
3300021518_8,aerobe
3300006195_24,anaerobe
3300018475_147,anaerobe
3300028593_38,anaerobe
3300025231_8,aerobe
3300021343_17,anaerobe
3300008639_25,anaerobe
3300011659_2,anaerobe
3300027015_3,facultative
3300025707_45,anaerobe
3300020367_35,anaerobe
3300025488_23,facultative
3300029549_22,anaerobe
3300026192_7,anaerobe
3300029427_15,anaerobe
3300027677_10,aerobe
3300029606_7,anaerobe
3300025479_5,aerobe
3300029675_6,anaerobe
3300014963_43,anaerobe
3300011943_1,aerobe
3300026119_12,anaerobe
3300007803_7,anaerobe
3300026863_14,aerobe
3300014815_33,anaerobe
3300027325_4,aerobe
3300025578_7,facultative
3300020152_14,facultative
3300013728_1,aerobe
3300007361_12,anaerobe
3300020153_29,facultative
3300029704_22,anaerobe
3300029890_15,anaerobe
3300024044_7,aerobe
3300014769_8,anaerobe
3300009363_21,facultative
3300025522_6,anaerobe
3300029577_25,anaerobe
3300025775_19,aerobe
3300028628_12,anaerobe
3300012852_1,aerobe
3300007657_32,anaerobe
3300008363_12,anaerobe
3300011881_4,facultative
3300027276_18,anaerobe
3300025287_3,aerobe
3300006748_20,anaerobe
3300008621_15,anaerobe
3300013382_6,anaerobe
3300011189_27,anaerobe
3300013307_97,anaerobe
3300025686_5,anaerobe
3300009770_54,anaerobe
3300017426_26,aerobe
3300007297_23,anaerobe
3300024961_7,aerobe
3300006288_2,anaerobe
3300029546_13,anaerobe
3300029613_31,anaerobe
3300014927_12,anaerobe
3300017429_16,anaerobe
3300007638_41,anaerobe
3300029381_17,anaerobe
3300027851_17,aerobe
3300007950_4,facultative
3300000351_2,aerobe
3300028030_23,anaerobe
3300025640_27,aerobe
3300008385_10,anaerobe
3300007662_6,anaerobe
3300006832_18,facultative
3300025886_59,anaerobe
3300012837_3,aerobe
3300008715_40,anaerobe
3300021502_7,anaerobe
3300007736_4,anaerobe
3300029312_5,anaerobe
3300013182_3,aerobe
3300014551_12,anaerobe
3300004086_2,anaerobe
3300017963_33,anaerobe
3300007299_8,anaerobe
3300028048_118,anaerobe
3300008272_5,anaerobe
3300012451_3,anaerobe
3300027835_151,anaerobe
3300021254_55,anaerobe
3300007566_35,anaerobe
3300020145_7,anaerobe
3300017649_6,aerobe
3300013939_3,aerobe
3300020708_5,anaerobe
3300029428_14,anaerobe
3300021843_33,anaerobe
3300025586_14,facultative
3300000225_8,anaerobe
3300014766_10,anaerobe
3300027592_19,anaerobe
3300027791_10,aerobe
3300012082_4,facultative
3300017964_30,aerobe
3300026041_15,aerobe
3300020472_25,aerobe
3300005298_13,anaerobe
3300005966_12,anaerobe
3300003146_14,anaerobe
3300019373_22,anaerobe
3300008575_29,anaerobe
3300025621_31,anaerobe
3300025393_24,anaerobe
3300008138_5,anaerobe
3300025772_34,anaerobe
3300029469_10,anaerobe
3300014109_14,anaerobe
3300008058_6,anaerobe
3300027224_1,aerobe
3300013297_31,anaerobe
3300019376_21,anaerobe
3300029856_32,anaerobe
3300008622_23,anaerobe
3300029310_6,anaerobe
3300027968_40,aerobe
3300025691_23,anaerobe
3300025350_10,aerobe
3300014570_4,anaerobe
3300025517_11,facultative
3300027805_3,aerobe
3300000865_16,anaerobe
3300029537_20,anaerobe
3300027009_7,aerobe
3300025669_12,anaerobe
3300005300_8,aerobe
3300029454_14,anaerobe
3300013125_11,anaerobe
3300024892_1,aerobe
3300017963_30,anaerobe
3300029006_8,anaerobe
3300021362_9,anaerobe
3300012842_7,aerobe
3300014044_1,aerobe
3300012344_6,anaerobe
3300029477_14,anaerobe
3300022660_169,anaerobe
3300027822_30,aerobe
3300007356_16,anaerobe
3300029122_17,anaerobe
3300025724_25,anaerobe
3300011544_3,aerobe
3300008361_10,anaerobe
3300029580_13,anaerobe
3300029432_23,anaerobe
3300022842_4,aerobe
3300009769_104,anaerobe
3300029387_8,anaerobe
3300025050_2,aerobe
3300005275_14,anaerobe
3300020582_11,anaerobe
3300029745_23,anaerobe
3300006340_15,aerobe
3300006251_2,aerobe
3300029578_20,anaerobe
3300029472_11,anaerobe
3300013128_76,anaerobe
3300029535_7,anaerobe
3300025772_61,anaerobe
3300029788_35,anaerobe
3300014025_12,anaerobe
3300009566_24,anaerobe
3300025864_8,anaerobe
3300006502_14,anaerobe
3300029043_8,anaerobe
3300011990_24,anaerobe
3300029433_17,anaerobe
3300029295_20,anaerobe
3300018939_6,aerobe
3300029189_5,aerobe
3300008152_21,anaerobe
3300015158_3,aerobe
3300026194_32,anaerobe
3300010282_33,anaerobe
3300012533_41,aerobe
3300029038_8,anaerobe
3300010275_30,anaerobe
3300020436_3,aerobe
3300011686_1,facultative
3300029474_10,anaerobe
3300027327_21,aerobe
3300027327_56,anaerobe
3300005958_6,anaerobe
3300029871_19,anaerobe
3300007119_20,anaerobe
3300024961_3,aerobe
3300029069_3,anaerobe
3300007354_21,anaerobe
3300013958_12,anaerobe
3300006832_5,anaerobe
3300007356_4,anaerobe
3300014050_12,aerobe
3300026972_3,aerobe
3300007793_25,anaerobe
3300022833_6,anaerobe
3300027847_45,aerobe
3300000383_9,anaerobe
3300025684_11,aerobe
3300013122_9,anaerobe
3300012847_6,aerobe
3300020418_42,aerobe
3300009769_65,anaerobe
3300008520_25,anaerobe
3300029249_17,anaerobe
3300010277_7,anaerobe
3300025696_20,aerobe
3300026886_1,aerobe
3300017509_17,aerobe
3300025257_10,aerobe
3300007111_12,anaerobe
3300008077_23,anaerobe
3300027760_19,aerobe
3300007796_14,anaerobe
3300024433_50,anaerobe
3300024496_1,aerobe
3300010167_57,facultative
3300024339_11,aerobe
3300012845_8,facultative
3300008722_14,anaerobe
3300029623_40,anaerobe
3300010277_12,anaerobe
3300017646_14,anaerobe
3300029618_13,anaerobe
3300020412_7,aerobe
3300029356_23,anaerobe
3300012116_10,anaerobe
3300025656_57,anaerobe
3300021254_46,anaerobe
3300001683_50,anaerobe
3300021306_30,anaerobe
3300027965_56,aerobe
3300029782_19,anaerobe
3300008725_32,anaerobe
3300020221_53,aerobe
3300025638_29,anaerobe
3300029368_13,anaerobe
3300029436_30,anaerobe
3300029412_14,anaerobe
3300027822_27,aerobe
3300025503_22,facultative
3300025708_23,anaerobe
3300000146_15,anaerobe
3300029542_13,anaerobe
3300022921_46,anaerobe
3300025296_15,aerobe
3300012149_15,facultative
3300012888_10,aerobe
3300029765_18,anaerobe
3300000215_7,facultative
3300007142_5,aerobe
3300020222_70,aerobe
3300021256_37,anaerobe
3300029470_9,anaerobe
3300028197_14,anaerobe
3300012823_5,aerobe
3300020222_114,anaerobe
3300009029_24,anaerobe
3300011760_4,facultative
3300029619_14,anaerobe
3300020109_66,anaerobe
3300017950_31,anaerobe
3300006328_14,anaerobe
3300017941_19,anaerobe
3300009762_19,anaerobe
3300024417_9,aerobe
3300029114_23,anaerobe
3300012036_2,aerobe
3300029570_7,anaerobe
3300028480_3,aerobe
3300025748_34,facultative
3300029447_31,anaerobe
3300029533_7,anaerobe
3300007979_3,anaerobe
3300020220_67,anaerobe
3300022742_4,aerobe
3300014519_6,anaerobe
3300008336_2,facultative
3300007517_100,facultative
3300011550_2,aerobe
3300008688_9,anaerobe
3300027726_15,anaerobe
3300028603_33,anaerobe
3300009540_33,aerobe
3300027810_16,aerobe
3300017522_43,anaerobe
3300029766_7,anaerobe
3300025526_5,aerobe
3300029745_14,anaerobe
3300014666_4,facultative
3300008513_7,anaerobe
3300006902_29,anaerobe
3300012862_17,aerobe
3300012094_5,aerobe
3300013094_38,aerobe
3300020182_25,aerobe
3300011739_5,aerobe
3300029030_7,anaerobe
3300011204_2,facultative
3300006479_11,anaerobe
3300006458_26,anaerobe
3300027746_45,anaerobe
3300008123_37,anaerobe
3300020578_54,aerobe
3300014720_94,anaerobe
3300017513_5,anaerobe
3300025678_29,anaerobe
3300002308_19,anaerobe
3300025628_43,anaerobe
3300024324_22,anaerobe
3300010277_45,anaerobe
3300027796_37,anaerobe
3300029482_17,anaerobe
3300028029_16,anaerobe
3300010370_16,aerobe
3300025737_80,anaerobe
3300026975_5,anaerobe
3300026293_2,anaerobe
3300013646_2,aerobe
3300006260_23,anaerobe
3300015049_5,anaerobe
3300026157_17,anaerobe
3300010265_24,anaerobe
3300029381_32,anaerobe
3300024312_7,facultative
3300008012_29,aerobe
3300029849_8,anaerobe
3300029235_23,anaerobe
3300008620_5,anaerobe
3300011651_3,aerobe
3300027770_34,aerobe
3300011484_2,aerobe
3300029561_17,anaerobe
3300029544_11,anaerobe
3300007783_12,anaerobe
3300025689_21,anaerobe
3300008599_32,anaerobe
3300012886_5,anaerobe
3300029351_12,anaerobe
3300029085_1,anaerobe
3300023041_2,anaerobe
3300025472_12,anaerobe
3300018426_49,anaerobe
3300011980_5,anaerobe
3300025712_13,aerobe
3300029249_15,anaerobe
3300028048_64,anaerobe
3300007793_21,anaerobe
3300027294_8,anaerobe
3300008101_30,anaerobe
3300008454_29,anaerobe
3300006678_27,anaerobe
3300029339_25,anaerobe
3300029619_19,anaerobe
3300026980_15,facultative
3300000944_6,aerobe
3300020720_9,anaerobe
3300029462_5,anaerobe
3300008130_23,anaerobe
3300026113_2,aerobe
3300013853_3,anaerobe
3300024051_9,facultative
3300027863_115,anaerobe
3300010285_26,anaerobe
3300025352_5,aerobe
3300000205_18,anaerobe
3300026522_38,anaerobe
3300029947_13,anaerobe
3300019082_11,anaerobe
3300025708_61,anaerobe
3300010394_2,aerobe
3300027337_3,aerobe
3300027820_28,aerobe
3300007646_4,anaerobe
3300014037_28,anaerobe
3300020109_82,anaerobe
3300011858_1,aerobe
3300026260_15,facultative
3300013426_2,anaerobe
3300027759_18,aerobe
3300011607_2,aerobe
3300013123_116,anaerobe
3300025614_11,aerobe
3300009709_23,aerobe
2077657023_4,anaerobe
3300011568_1,aerobe
3300012003_5,aerobe
3300008512_11,anaerobe
3300007996_29,anaerobe
3300008155_19,facultative
3300029365_20,anaerobe
3300028177_5,aerobe
3300010043_16,aerobe
3300029131_26,anaerobe
3300013138_282,anaerobe
3300029044_20,anaerobe
3300025689_28,anaerobe
3300012844_2,aerobe
3300029816_22,anaerobe
3300007346_6,aerobe
3300005253_7,aerobe
3300029477_12,anaerobe
3300012281_4,anaerobe
3300014963_54,anaerobe
3300008734_33,anaerobe
3300026516_43,facultative
3300027358_8,anaerobe
3300025945_20,aerobe
3300020713_8,anaerobe
3300007126_14,anaerobe
3300000036_3,aerobe
3300008715_33,anaerobe
3300003894_37,anaerobe
3300014551_10,anaerobe
3300027815_98,anaerobe
3300029593_8,anaerobe
3300029214_8,anaerobe
3300029858_15,anaerobe
3300000227_20,aerobe
3300010261_3,facultative
3300012889_5,anaerobe
3300014787_14,anaerobe
3300011621_5,facultative
3300007204_14,anaerobe
3300006093_4,anaerobe
3300008537_27,anaerobe
3300025626_33,anaerobe
3300022821_3,aerobe
3300017401_6,anaerobe
3300024516_38,anaerobe
3300011692_2,aerobe
3300027238_4,aerobe
3300025689_67,anaerobe
3300025767_16,aerobe
3300029607_23,anaerobe
3300020433_8,anaerobe
3300027847_70,anaerobe
3300029614_7,anaerobe
3300008660_3,anaerobe
3300020222_28,aerobe
3300029567_21,anaerobe
3300009503_55,anaerobe
3300007638_24,facultative
3300002963_8,anaerobe
3300029731_14,anaerobe
3300027804_10,aerobe
3300025862_23,aerobe
3300029377_34,anaerobe
3300011898_4,aerobe
3300010055_5,aerobe
3300014108_5,anaerobe
3300008152_16,anaerobe
3300008639_16,facultative
3300019759_3,aerobe
3300014963_53,anaerobe
3300013679_1,aerobe
3300008412_4,anaerobe
3300006499_4,anaerobe
3300027607_16,aerobe
3300021319_16,anaerobe
3300009769_95,anaerobe
3300007125_30,anaerobe
3300020420_9,aerobe
3300024969_3,aerobe
3300027878_94,aerobe
3300027746_22,aerobe
3300025676_34,anaerobe
3300014803_25,anaerobe
3300029573_17,anaerobe
3300012956_64,aerobe
3300027152_6,aerobe
3300014109_15,anaerobe
3300009503_21,aerobe
3300011817_2,aerobe
3300014204_64,anaerobe
3300012194_5,facultative
3300028666_5,aerobe
3300025526_10,aerobe
3300014799_4,anaerobe
3300002308_6,anaerobe
3300013136_13,anaerobe
3300009770_40,anaerobe
3300017429_27,anaerobe
3300013133_29,anaerobe
3300014149_30,anaerobe
3300014958_10,anaerobe
3300029208_6,anaerobe
3300026299_17,aerobe
3300007657_14,anaerobe
3300006302_13,anaerobe
3300011703_3,anaerobe
3300029229_23,anaerobe
3300029763_15,anaerobe
3300013290_6,anaerobe
3300021414_6,aerobe
3300009702_57,anaerobe
3300025739_13,anaerobe
3300008756_15,anaerobe
3300027498_8,aerobe
3300029855_11,anaerobe
3300008082_7,facultative
3300029386_15,anaerobe
3300008745_2,facultative
3300017453_45,anaerobe
3300008420_15,anaerobe
3300017448_25,aerobe
3300005287_8,anaerobe
3300000170_12,anaerobe
3300026522_21,anaerobe
3300010286_24,anaerobe
3300027863_69,anaerobe
3300021256_65,anaerobe
3300025880_25,aerobe
3300012810_7,aerobe
3300029526_4,anaerobe
3300017964_36,aerobe
3300029621_29,anaerobe
3300011411_4,aerobe
3300027782_34,anaerobe
3300029394_24,anaerobe
3300029562_17,anaerobe
3300025601_10,facultative
3300011002_14,anaerobe
3300007055_9,anaerobe
3300026121_15,aerobe
3300012437_1,anaerobe
3300011155_4,anaerobe
3300025900_12,anaerobe
3300020057_58,anaerobe
3300027250_6,anaerobe
3300007742_11,anaerobe
3300006303_5,anaerobe
3300029101_13,anaerobe
3300027328_17,aerobe
3300029407_17,anaerobe
3300029427_7,anaerobe
3300027789_17,anaerobe
3300025874_24,aerobe
3300002167_10,anaerobe
3300017646_9,aerobe
3300020154_4,aerobe
3300012827_7,facultative
3300029502_6,anaerobe
3300000205_8,anaerobe
3300025207_4,aerobe
3300029048_9,anaerobe
3300029233_3,anaerobe
3300029419_18,anaerobe
3300000239_15,anaerobe
3300022661_121,anaerobe
3300009503_78,aerobe
3300025840_6,aerobe
3300007968_3,facultative
3300007856_1,anaerobe
3300017444_54,anaerobe
3300010998_38,anaerobe
3300010055_2,aerobe
3300014922_5,anaerobe
3300013818_2,aerobe
3300029873_31,anaerobe
3300020719_4,aerobe
3300029551_20,anaerobe
3300027779_23,aerobe
3300007068_5,facultative
3300008500_7,anaerobe
3300002164_51,anaerobe
3300012825_10,aerobe
3300027255_3,aerobe
3300025476_8,anaerobe
3300028625_20,anaerobe
3300014737_3,anaerobe
3300020414_7,aerobe
3300000342_8,anaerobe
3300027819_100,anaerobe
3300000976_21,aerobe
3300027965_45,aerobe
3300025468_17,anaerobe
3300025679_12,aerobe
3300027780_27,anaerobe
3300013822_2,facultative
3300006195_16,facultative
3300027980_31,anaerobe
3300008363_8,aerobe
3300000477_17,anaerobe
3300026311_35,anaerobe
3300010370_38,anaerobe
3300011945_1,aerobe
3300017540_17,facultative
3300029049_18,anaerobe
3300025133_7,aerobe
3300029066_3,anaerobe
3300017788_61,anaerobe
3300025408_10,anaerobe
3300026311_72,anaerobe
3300027847_58,anaerobe
3300011832_4,facultative
3300026825_2,facultative
3300029932_3,facultative
3300017426_34,aerobe
3300027851_43,aerobe
3300017391_21,anaerobe
3300024185_9,aerobe
3300012815_6,aerobe
3300028980_5,anaerobe
3300012942_21,aerobe
3300007107_36,anaerobe
3300013306_37,aerobe
3300012887_10,anaerobe
3300025596_5,facultative
3300012950_74,anaerobe
3300025644_24,anaerobe
3300027917_119,anaerobe
3300026877_15,anaerobe
3300025689_46,anaerobe
3300028399_26,anaerobe
3300014826_8,anaerobe
3300027858_23,anaerobe
3300029176_4,anaerobe
3300025693_17,aerobe
3300012940_46,facultative
3300029550_8,anaerobe
3300000361_10,aerobe
3300025175_1,aerobe
3300011869_2,aerobe
3300012830_2,aerobe
3300011942_2,facultative
3300008506_38,anaerobe
3300025446_19,anaerobe
3300018878_62,anaerobe
3300006743_12,anaerobe
3300027751_16,anaerobe
3300002170_49,anaerobe
3300014552_3,anaerobe
3300011185_5,aerobe
3300008364_4,facultative
3300027766_6,facultative
3300011891_3,facultative
3300011757_2,aerobe
3300029715_15,anaerobe
3300013726_2,facultative
3300009826_81,anaerobe
3300029876_17,anaerobe
3300025570_12,anaerobe
3300027711_48,anaerobe
3300010269_37,anaerobe
3300029656_20,anaerobe
3300014622_2,aerobe
3300025298_18,aerobe
3300020716_3,anaerobe
3300021431_60,anaerobe
3300012824_1,aerobe
3300027708_21,aerobe
3300028399_24,anaerobe
3300029684_10,anaerobe
3300025613_55,anaerobe
3300026293_77,anaerobe
3300014156_11,anaerobe
3300029796_11,anaerobe
3300028968_12,facultative
3300029552_20,anaerobe
3300014964_39,anaerobe
3300005286_23,aerobe
3300025665_34,anaerobe
3300029846_7,anaerobe
3300017987_46,anaerobe
3300022753_96,anaerobe
3300027893_53,anaerobe
3300029512_18,anaerobe
3300022661_128,anaerobe
3300008272_33,anaerobe
3300008637_3,facultative
3300011840_5,facultative
3300022227_20,aerobe
3300025944_13,aerobe
3300014015_1,facultative
3300029776_24,anaerobe
3300025584_36,anaerobe
3300026101_3,aerobe
3300025546_81,anaerobe
3300008406_7,facultative
3300020191_32,anaerobe
3300025657_29,anaerobe
3300017968_46,aerobe
3300029702_26,anaerobe
3300026211_43,anaerobe
3300000041_1,aerobe
3300029391_13,anaerobe
3300024336_21,anaerobe
3300008083_7,anaerobe
3300021120_3,anaerobe
3300025667_24,aerobe
3300008098_26,anaerobe
3300013010_21,anaerobe
3300026339_2,anaerobe
3300010318_4,aerobe
3300029292_4,anaerobe
3300013122_67,anaerobe
3300010158_15,aerobe
3300007519_49,aerobe
3300011744_1,facultative
3300029133_15,anaerobe
3300005529_32,aerobe
3300018088_17,anaerobe
3300012824_8,aerobe
3300018018_15,anaerobe
3300020338_6,anaerobe
3300025871_49,anaerobe
3300026451_2,facultative
3300008589_2,anaerobe
