,prediction
20275,aerobe
20276,facultative
20277,aerobe
20278,facultative
20279,anaerobe
20280,aerobe
20281,anaerobe
20282,anaerobe
20283,anaerobe
20284,aerobe
20285,anaerobe
20286,aerobe
20287,aerobe
20288,anaerobe
20289,aerobe
20290,aerobe
20291,aerobe
20292,aerobe
20293,aerobe
20294,anaerobe
20295,aerobe
20296,aerobe
20297,anaerobe
20298,anaerobe
20299,facultative
20300,aerobe
20301,anaerobe
20302,anaerobe
20303,anaerobe
20304,aerobe
20305,anaerobe
20306,anaerobe
20307,anaerobe
20308,aerobe
20309,anaerobe
20310,anaerobe
20311,aerobe
20312,aerobe
20313,anaerobe
20314,anaerobe
20315,anaerobe
20316,anaerobe
20317,aerobe
20318,aerobe
20319,anaerobe
20320,aerobe
20321,anaerobe
20322,anaerobe
20323,aerobe
20324,facultative
20325,anaerobe
20326,anaerobe
20327,aerobe
20328,aerobe
20329,anaerobe
20330,anaerobe
20331,anaerobe
20332,aerobe
20333,anaerobe
20334,aerobe
20335,anaerobe
20336,aerobe
20337,anaerobe
20338,anaerobe
20339,anaerobe
20340,anaerobe
20341,anaerobe
20342,facultative
20343,anaerobe
20344,anaerobe
20345,aerobe
20346,anaerobe
20347,aerobe
20348,aerobe
20349,anaerobe
20350,aerobe
20351,anaerobe
20352,aerobe
20353,aerobe
20354,facultative
20355,aerobe
20356,anaerobe
20357,anaerobe
20358,aerobe
20359,aerobe
20360,aerobe
20361,aerobe
20362,aerobe
20363,anaerobe
20364,anaerobe
20365,anaerobe
20366,aerobe
20367,facultative
20368,anaerobe
20369,anaerobe
20370,anaerobe
20371,aerobe
20372,anaerobe
20373,anaerobe
20374,aerobe
20375,anaerobe
20376,anaerobe
20377,anaerobe
20378,aerobe
20379,facultative
20380,aerobe
20381,aerobe
20382,aerobe
20383,aerobe
20384,anaerobe
20385,aerobe
20386,facultative
20387,anaerobe
20388,anaerobe
20389,anaerobe
20390,anaerobe
20391,aerobe
20392,aerobe
20393,anaerobe
20394,anaerobe
20395,facultative
20396,aerobe
20397,facultative
20398,anaerobe
20399,aerobe
20400,aerobe
20401,anaerobe
20402,anaerobe
20403,aerobe
20404,aerobe
20405,aerobe
20406,anaerobe
20407,anaerobe
20408,facultative
20409,anaerobe
20410,anaerobe
20411,anaerobe
20412,anaerobe
20413,anaerobe
20414,anaerobe
20415,aerobe
20416,anaerobe
20417,aerobe
20418,anaerobe
20419,aerobe
20420,anaerobe
20421,aerobe
20422,anaerobe
20423,aerobe
20424,aerobe
20425,aerobe
20426,aerobe
20427,aerobe
20428,anaerobe
20429,anaerobe
20430,aerobe
20431,facultative
20432,anaerobe
20433,anaerobe
20434,facultative
20435,aerobe
20436,aerobe
20437,aerobe
20438,anaerobe
20439,anaerobe
20440,anaerobe
20441,facultative
20442,aerobe
20443,anaerobe
20444,anaerobe
20445,anaerobe
20446,aerobe
20447,anaerobe
20448,anaerobe
20449,anaerobe
20450,aerobe
20451,aerobe
20452,anaerobe
20453,aerobe
20454,anaerobe
20455,anaerobe
20456,aerobe
20457,anaerobe
20458,anaerobe
20459,anaerobe
20460,aerobe
20461,aerobe
20462,anaerobe
20463,anaerobe
20464,aerobe
20465,anaerobe
20466,aerobe
20467,anaerobe
20468,aerobe
20469,anaerobe
20470,aerobe
20471,anaerobe
20472,aerobe
20473,aerobe
20474,aerobe
20475,aerobe
20476,facultative
20477,anaerobe
20478,aerobe
20479,aerobe
20480,anaerobe
20481,aerobe
20482,anaerobe
20483,aerobe
20484,aerobe
20485,anaerobe
20486,facultative
20487,anaerobe
20488,facultative
20489,aerobe
20490,anaerobe
20491,anaerobe
20492,aerobe
20493,anaerobe
20494,anaerobe
20495,anaerobe
20496,anaerobe
20497,anaerobe
20498,anaerobe
20499,aerobe
20500,aerobe
20501,anaerobe
20502,aerobe
20503,aerobe
20504,anaerobe
20505,aerobe
20506,aerobe
20507,anaerobe
20508,aerobe
20509,anaerobe
20510,aerobe
20511,anaerobe
20512,aerobe
20513,aerobe
20514,anaerobe
20515,anaerobe
20516,anaerobe
20517,anaerobe
20518,anaerobe
20519,aerobe
20520,aerobe
20521,aerobe
20522,aerobe
20523,aerobe
20524,anaerobe
20525,anaerobe
20526,anaerobe
20527,aerobe
20528,aerobe
20529,anaerobe
20530,anaerobe
20531,aerobe
20532,anaerobe
20533,aerobe
20534,anaerobe
20535,anaerobe
20536,aerobe
20537,anaerobe
20538,aerobe
20539,aerobe
20540,anaerobe
20541,aerobe
20542,facultative
20543,anaerobe
20544,aerobe
20545,aerobe
20546,anaerobe
20547,aerobe
20548,aerobe
20549,anaerobe
20550,anaerobe
20551,aerobe
20552,facultative
20553,anaerobe
20554,anaerobe
20555,anaerobe
20556,anaerobe
20557,anaerobe
20558,aerobe
20559,aerobe
20560,anaerobe
20561,anaerobe
20562,anaerobe
20563,anaerobe
20564,anaerobe
20565,anaerobe
20566,aerobe
20567,aerobe
20568,anaerobe
20569,anaerobe
20570,aerobe
20571,anaerobe
20572,anaerobe
20573,facultative
20574,anaerobe
20575,aerobe
20576,anaerobe
20577,anaerobe
20578,anaerobe
20579,aerobe
20580,anaerobe
20581,anaerobe
20582,aerobe
20583,anaerobe
20584,anaerobe
20585,anaerobe
20586,anaerobe
20587,anaerobe
20588,aerobe
20589,aerobe
20590,anaerobe
20591,anaerobe
20592,anaerobe
20593,anaerobe
20594,anaerobe
20595,anaerobe
20596,anaerobe
20597,aerobe
20598,anaerobe
20599,aerobe
20600,anaerobe
20601,anaerobe
20602,facultative
20603,anaerobe
20604,anaerobe
20605,anaerobe
20606,aerobe
20607,aerobe
20608,anaerobe
20609,aerobe
20610,anaerobe
20611,anaerobe
20612,anaerobe
20613,aerobe
20614,anaerobe
20615,anaerobe
20616,anaerobe
20617,anaerobe
20618,aerobe
20619,aerobe
20620,anaerobe
20621,aerobe
20622,aerobe
20623,anaerobe
20624,aerobe
20625,anaerobe
20626,anaerobe
20627,aerobe
20628,aerobe
20629,aerobe
20630,facultative
20631,anaerobe
20632,anaerobe
20633,anaerobe
20634,anaerobe
20635,aerobe
20636,anaerobe
20637,anaerobe
20638,anaerobe
20639,aerobe
20640,facultative
20641,anaerobe
20642,aerobe
20643,facultative
20644,anaerobe
20645,aerobe
20646,anaerobe
20647,anaerobe
20648,anaerobe
20649,anaerobe
20650,facultative
20651,anaerobe
20652,aerobe
20653,aerobe
20654,anaerobe
20655,aerobe
20656,anaerobe
20657,anaerobe
20658,anaerobe
20659,aerobe
20660,anaerobe
20661,anaerobe
20662,anaerobe
20663,aerobe
20664,anaerobe
20665,anaerobe
20666,anaerobe
20667,anaerobe
20668,anaerobe
20669,anaerobe
20670,anaerobe
20671,aerobe
20672,anaerobe
20673,anaerobe
20674,anaerobe
20675,aerobe
20676,aerobe
20677,anaerobe
20678,anaerobe
20679,anaerobe
20680,anaerobe
20681,anaerobe
20682,aerobe
20683,anaerobe
20684,aerobe
20685,anaerobe
20686,anaerobe
20687,aerobe
20688,anaerobe
20689,anaerobe
20690,anaerobe
20691,anaerobe
20692,anaerobe
20693,anaerobe
20694,aerobe
20695,aerobe
20696,anaerobe
20697,anaerobe
20698,anaerobe
20699,anaerobe
20700,anaerobe
20701,anaerobe
20702,anaerobe
20703,anaerobe
20704,anaerobe
20705,anaerobe
20706,aerobe
20707,aerobe
20708,aerobe
20709,aerobe
20710,aerobe
20711,anaerobe
20712,anaerobe
20713,aerobe
20714,anaerobe
20715,aerobe
20716,anaerobe
20717,anaerobe
20718,anaerobe
20719,aerobe
20720,facultative
20721,aerobe
20722,anaerobe
20723,aerobe
20724,anaerobe
20725,aerobe
20726,aerobe
20727,anaerobe
20728,anaerobe
20729,anaerobe
20730,aerobe
20731,anaerobe
20732,aerobe
20733,aerobe
20734,aerobe
20735,aerobe
20736,anaerobe
20737,anaerobe
20738,anaerobe
20739,aerobe
20740,anaerobe
20741,aerobe
20742,aerobe
20743,anaerobe
20744,anaerobe
20745,anaerobe
20746,anaerobe
20747,anaerobe
20748,aerobe
20749,anaerobe
20750,anaerobe
20751,aerobe
20752,aerobe
20753,aerobe
20754,anaerobe
20755,aerobe
20756,anaerobe
20757,anaerobe
20758,anaerobe
20759,aerobe
20760,anaerobe
20761,aerobe
20762,aerobe
20763,anaerobe
20764,anaerobe
20765,anaerobe
20766,aerobe
20767,anaerobe
20768,aerobe
20769,anaerobe
20770,aerobe
20771,aerobe
20772,anaerobe
20773,anaerobe
20774,anaerobe
20775,aerobe
20776,aerobe
20777,aerobe
20778,anaerobe
20779,aerobe
20780,anaerobe
20781,aerobe
20782,aerobe
20783,anaerobe
20784,anaerobe
20785,anaerobe
20786,aerobe
20787,anaerobe
20788,anaerobe
20789,anaerobe
20790,anaerobe
20791,anaerobe
20792,anaerobe
20793,aerobe
20794,aerobe
20795,anaerobe
20796,anaerobe
20797,aerobe
20798,anaerobe
20799,anaerobe
20800,anaerobe
20801,anaerobe
20802,aerobe
20803,aerobe
20804,anaerobe
20805,anaerobe
20806,anaerobe
20807,anaerobe
20808,anaerobe
20809,anaerobe
20810,aerobe
20811,anaerobe
20812,anaerobe
20813,anaerobe
20814,facultative
20815,aerobe
20816,anaerobe
20817,anaerobe
20818,aerobe
20819,anaerobe
20820,aerobe
20821,anaerobe
20822,anaerobe
20823,anaerobe
20824,aerobe
20825,aerobe
20826,aerobe
20827,anaerobe
20828,anaerobe
20829,aerobe
20830,anaerobe
20831,aerobe
20832,anaerobe
20833,aerobe
20834,anaerobe
20835,anaerobe
20836,anaerobe
20837,anaerobe
20838,aerobe
20839,anaerobe
20840,anaerobe
20841,aerobe
20842,aerobe
20843,aerobe
20844,anaerobe
20845,anaerobe
20846,aerobe
20847,anaerobe
20848,aerobe
20849,anaerobe
20850,anaerobe
20851,aerobe
20852,aerobe
20853,aerobe
20854,aerobe
20855,anaerobe
20856,aerobe
20857,anaerobe
20858,aerobe
20859,anaerobe
20860,anaerobe
20861,anaerobe
20862,anaerobe
20863,aerobe
20864,aerobe
20865,aerobe
20866,anaerobe
20867,aerobe
20868,anaerobe
20869,anaerobe
20870,aerobe
20871,anaerobe
20872,anaerobe
20873,aerobe
20874,anaerobe
20875,facultative
20876,anaerobe
20877,anaerobe
20878,anaerobe
20879,anaerobe
20880,aerobe
20881,anaerobe
20882,anaerobe
20883,aerobe
20884,aerobe
20885,anaerobe
20886,aerobe
20887,anaerobe
20888,anaerobe
20889,anaerobe
20890,anaerobe
20891,aerobe
20892,anaerobe
20893,aerobe
20894,anaerobe
20895,anaerobe
20896,anaerobe
20897,anaerobe
20898,aerobe
20899,aerobe
20900,aerobe
20901,facultative
20902,anaerobe
20903,anaerobe
20904,facultative
20905,aerobe
20906,aerobe
20907,aerobe
20908,aerobe
20909,facultative
20910,anaerobe
20911,aerobe
20912,aerobe
20913,aerobe
20914,aerobe
20915,anaerobe
20916,aerobe
20917,anaerobe
20918,aerobe
20919,aerobe
20920,facultative
20921,anaerobe
20922,aerobe
20923,anaerobe
20924,anaerobe
20925,facultative
20926,aerobe
20927,anaerobe
20928,aerobe
20929,anaerobe
20930,aerobe
20931,aerobe
20932,aerobe
20933,anaerobe
20934,facultative
20935,aerobe
20936,anaerobe
20937,aerobe
20938,anaerobe
20939,anaerobe
20940,aerobe
20941,aerobe
20942,anaerobe
20943,facultative
20944,anaerobe
20945,anaerobe
20946,anaerobe
20947,anaerobe
20948,aerobe
20949,anaerobe
20950,aerobe
20951,aerobe
20952,aerobe
20953,aerobe
20954,anaerobe
20955,aerobe
20956,anaerobe
20957,anaerobe
20958,aerobe
20959,anaerobe
20960,anaerobe
20961,anaerobe
20962,anaerobe
20963,aerobe
20964,anaerobe
20965,aerobe
20966,anaerobe
20967,anaerobe
20968,anaerobe
20969,aerobe
20970,anaerobe
20971,anaerobe
20972,aerobe
20973,aerobe
20974,aerobe
20975,aerobe
20976,aerobe
20977,aerobe
20978,anaerobe
20979,anaerobe
20980,aerobe
20981,facultative
20982,aerobe
20983,anaerobe
20984,anaerobe
20985,anaerobe
20986,anaerobe
20987,anaerobe
20988,aerobe
20989,aerobe
20990,aerobe
20991,anaerobe
20992,aerobe
20993,anaerobe
20994,aerobe
20995,anaerobe
20996,anaerobe
20997,aerobe
20998,anaerobe
20999,aerobe
21000,aerobe
21001,aerobe
21002,anaerobe
21003,anaerobe
21004,aerobe
21005,aerobe
21006,anaerobe
21007,aerobe
21008,aerobe
21009,anaerobe
21010,anaerobe
21011,aerobe
21012,facultative
21013,anaerobe
21014,anaerobe
21015,aerobe
21016,anaerobe
21017,aerobe
21018,anaerobe
21019,anaerobe
21020,aerobe
21021,anaerobe
21022,aerobe
21023,anaerobe
21024,aerobe
21025,aerobe
21026,aerobe
21027,aerobe
21028,aerobe
21029,aerobe
21030,aerobe
21031,facultative
21032,aerobe
21033,anaerobe
21034,anaerobe
21035,anaerobe
21036,anaerobe
21037,aerobe
21038,anaerobe
21039,anaerobe
21040,anaerobe
21041,anaerobe
21042,aerobe
21043,anaerobe
21044,aerobe
21045,aerobe
21046,aerobe
21047,aerobe
21048,anaerobe
21049,aerobe
21050,anaerobe
21051,aerobe
21052,anaerobe
21053,facultative
21054,anaerobe
21055,anaerobe
21056,anaerobe
21057,aerobe
21058,anaerobe
21059,anaerobe
21060,facultative
21061,anaerobe
21062,anaerobe
21063,anaerobe
21064,anaerobe
21065,aerobe
21066,anaerobe
21067,anaerobe
21068,anaerobe
21069,anaerobe
21070,aerobe
21071,aerobe
21072,anaerobe
21073,aerobe
21074,aerobe
21075,anaerobe
21076,anaerobe
21077,anaerobe
21078,facultative
21079,anaerobe
21080,aerobe
21081,anaerobe
21082,anaerobe
21083,aerobe
21084,anaerobe
21085,aerobe
21086,anaerobe
21087,anaerobe
21088,anaerobe
21089,aerobe
21090,anaerobe
21091,facultative
21092,aerobe
21093,aerobe
21094,aerobe
21095,anaerobe
21096,anaerobe
21097,aerobe
21098,aerobe
21099,anaerobe
21100,anaerobe
21101,aerobe
21102,anaerobe
21103,anaerobe
21104,anaerobe
21105,aerobe
21106,anaerobe
21107,anaerobe
21108,anaerobe
21109,anaerobe
21110,anaerobe
21111,aerobe
21112,facultative
21113,aerobe
21114,anaerobe
21115,aerobe
21116,facultative
21117,anaerobe
21118,anaerobe
21119,aerobe
21120,anaerobe
21121,facultative
21122,anaerobe
21123,anaerobe
21124,aerobe
21125,anaerobe
21126,anaerobe
21127,anaerobe
21128,anaerobe
21129,aerobe
21130,anaerobe
21131,anaerobe
21132,anaerobe
21133,aerobe
21134,anaerobe
21135,aerobe
21136,anaerobe
21137,anaerobe
21138,aerobe
21139,aerobe
21140,anaerobe
21141,aerobe
21142,anaerobe
21143,aerobe
21144,anaerobe
21145,anaerobe
21146,aerobe
21147,anaerobe
21148,anaerobe
21149,anaerobe
21150,anaerobe
21151,anaerobe
21152,aerobe
21153,anaerobe
21154,anaerobe
21155,anaerobe
21156,anaerobe
21157,anaerobe
21158,anaerobe
21159,aerobe
21160,aerobe
21161,anaerobe
21162,facultative
21163,aerobe
21164,aerobe
21165,aerobe
21166,facultative
21167,anaerobe
21168,aerobe
21169,aerobe
21170,anaerobe
21171,aerobe
21172,anaerobe
21173,facultative
21174,aerobe
21175,anaerobe
21176,anaerobe
21177,aerobe
21178,aerobe
21179,anaerobe
21180,anaerobe
21181,anaerobe
21182,anaerobe
21183,aerobe
21184,aerobe
21185,facultative
21186,anaerobe
21187,anaerobe
21188,anaerobe
21189,anaerobe
21190,anaerobe
21191,anaerobe
21192,anaerobe
21193,anaerobe
21194,aerobe
21195,anaerobe
21196,anaerobe
21197,aerobe
21198,anaerobe
21199,anaerobe
21200,anaerobe
21201,aerobe
21202,anaerobe
21203,anaerobe
21204,aerobe
21205,anaerobe
21206,aerobe
21207,anaerobe
21208,anaerobe
21209,anaerobe
21210,aerobe
21211,anaerobe
21212,aerobe
21213,aerobe
21214,aerobe
21215,facultative
21216,anaerobe
21217,anaerobe
21218,aerobe
21219,anaerobe
21220,aerobe
21221,anaerobe
21222,aerobe
21223,aerobe
21224,aerobe
21225,anaerobe
21226,aerobe
21227,aerobe
21228,aerobe
21229,aerobe
21230,aerobe
21231,aerobe
21232,anaerobe
21233,aerobe
21234,aerobe
21235,anaerobe
21236,anaerobe
21237,anaerobe
21238,aerobe
21239,anaerobe
21240,aerobe
21241,aerobe
21242,anaerobe
21243,aerobe
21244,aerobe
21245,aerobe
21246,anaerobe
21247,aerobe
21248,anaerobe
21249,facultative
21250,aerobe
21251,aerobe
21252,aerobe
21253,aerobe
21254,anaerobe
21255,anaerobe
21256,aerobe
21257,aerobe
21258,anaerobe
21259,anaerobe
21260,anaerobe
21261,anaerobe
21262,anaerobe
21263,anaerobe
21264,aerobe
21265,aerobe
21266,aerobe
21267,aerobe
21268,aerobe
21269,anaerobe
21270,anaerobe
21271,aerobe
21272,anaerobe
21273,aerobe
21274,aerobe
21275,aerobe
21276,anaerobe
21277,anaerobe
21278,anaerobe
21279,facultative
21280,aerobe
21281,aerobe
21282,anaerobe
21283,aerobe
21284,aerobe
21285,aerobe
21286,aerobe
21287,aerobe
21288,aerobe
21289,aerobe
21290,aerobe
21291,aerobe
21292,anaerobe
21293,anaerobe
21294,anaerobe
21295,anaerobe
21296,anaerobe
21297,aerobe
21298,aerobe
21299,anaerobe
21300,anaerobe
21301,anaerobe
21302,anaerobe
21303,anaerobe
21304,aerobe
21305,anaerobe
21306,anaerobe
21307,aerobe
21308,anaerobe
21309,aerobe
21310,anaerobe
21311,aerobe
21312,anaerobe
21313,facultative
21314,anaerobe
21315,anaerobe
21316,anaerobe
21317,anaerobe
21318,aerobe
21319,aerobe
21320,anaerobe
21321,anaerobe
21322,anaerobe
21323,anaerobe
21324,aerobe
21325,anaerobe
21326,aerobe
21327,anaerobe
21328,aerobe
21329,anaerobe
21330,aerobe
21331,facultative
21332,anaerobe
21333,anaerobe
21334,aerobe
21335,aerobe
21336,aerobe
21337,anaerobe
21338,aerobe
21339,aerobe
21340,anaerobe
21341,aerobe
21342,anaerobe
21343,aerobe
21344,aerobe
21345,anaerobe
21346,anaerobe
21347,aerobe
21348,anaerobe
21349,anaerobe
21350,anaerobe
21351,aerobe
21352,anaerobe
21353,anaerobe
21354,anaerobe
21355,anaerobe
21356,aerobe
21357,anaerobe
21358,anaerobe
21359,anaerobe
21360,aerobe
21361,anaerobe
21362,aerobe
21363,anaerobe
21364,aerobe
21365,aerobe
21366,aerobe
21367,anaerobe
21368,anaerobe
21369,aerobe
21370,aerobe
21371,aerobe
21372,aerobe
21373,anaerobe
21374,aerobe
21375,anaerobe
21376,anaerobe
21377,aerobe
21378,anaerobe
21379,anaerobe
21380,aerobe
21381,aerobe
21382,aerobe
21383,aerobe
21384,facultative
21385,anaerobe
21386,aerobe
21387,anaerobe
21388,facultative
21389,anaerobe
21390,anaerobe
21391,facultative
21392,anaerobe
21393,aerobe
21394,anaerobe
21395,anaerobe
21396,aerobe
21397,anaerobe
21398,anaerobe
21399,anaerobe
21400,aerobe
21401,aerobe
21402,anaerobe
21403,anaerobe
21404,aerobe
21405,anaerobe
21406,aerobe
21407,aerobe
21408,anaerobe
21409,anaerobe
21410,aerobe
21411,facultative
21412,anaerobe
21413,anaerobe
21414,aerobe
21415,anaerobe
21416,anaerobe
21417,anaerobe
21418,aerobe
21419,anaerobe
21420,anaerobe
21421,aerobe
21422,anaerobe
21423,anaerobe
21424,anaerobe
21425,anaerobe
21426,anaerobe
21427,facultative
21428,anaerobe
21429,facultative
21430,anaerobe
21431,aerobe
21432,anaerobe
21433,aerobe
21434,anaerobe
21435,anaerobe
21436,aerobe
21437,aerobe
21438,anaerobe
21439,aerobe
21440,anaerobe
21441,anaerobe
21442,aerobe
21443,anaerobe
21444,aerobe
21445,aerobe
21446,anaerobe
21447,aerobe
21448,anaerobe
21449,aerobe
21450,anaerobe
21451,anaerobe
21452,anaerobe
21453,aerobe
21454,anaerobe
21455,aerobe
21456,aerobe
21457,aerobe
21458,anaerobe
21459,aerobe
21460,aerobe
21461,aerobe
21462,aerobe
21463,aerobe
21464,aerobe
21465,aerobe
21466,anaerobe
21467,anaerobe
21468,aerobe
21469,anaerobe
21470,aerobe
21471,anaerobe
21472,anaerobe
21473,aerobe
21474,aerobe
21475,anaerobe
21476,aerobe
21477,aerobe
21478,aerobe
21479,anaerobe
21480,anaerobe
21481,anaerobe
21482,anaerobe
21483,anaerobe
21484,anaerobe
21485,aerobe
21486,aerobe
21487,anaerobe
21488,aerobe
21489,aerobe
21490,anaerobe
21491,anaerobe
21492,aerobe
21493,aerobe
21494,aerobe
21495,anaerobe
21496,aerobe
21497,aerobe
21498,anaerobe
21499,anaerobe
21500,aerobe
21501,aerobe
21502,aerobe
21503,aerobe
21504,anaerobe
21505,anaerobe
21506,aerobe
21507,anaerobe
21508,aerobe
21509,aerobe
21510,aerobe
21511,aerobe
21512,anaerobe
21513,aerobe
21514,anaerobe
21515,aerobe
21516,anaerobe
21517,anaerobe
21518,aerobe
21519,anaerobe
21520,aerobe
21521,anaerobe
21522,aerobe
21523,anaerobe
21524,anaerobe
21525,facultative
21526,facultative
21527,anaerobe
21528,aerobe
21529,anaerobe
21530,facultative
21531,anaerobe
21532,anaerobe
21533,aerobe
21534,anaerobe
21535,anaerobe
21536,anaerobe
21537,anaerobe
21538,anaerobe
21539,aerobe
21540,anaerobe
21541,anaerobe
21542,anaerobe
21543,facultative
21544,anaerobe
21545,aerobe
21546,anaerobe
21547,aerobe
21548,anaerobe
21549,anaerobe
21550,anaerobe
21551,aerobe
21552,anaerobe
21553,anaerobe
21554,aerobe
21555,anaerobe
21556,anaerobe
21557,anaerobe
21558,anaerobe
21559,aerobe
21560,anaerobe
21561,anaerobe
21562,anaerobe
21563,aerobe
21564,aerobe
21565,anaerobe
21566,anaerobe
21567,aerobe
21568,aerobe
21569,aerobe
21570,anaerobe
21571,aerobe
21572,anaerobe
21573,aerobe
21574,aerobe
21575,aerobe
21576,aerobe
21577,aerobe
21578,facultative
21579,anaerobe
21580,aerobe
21581,facultative
21582,aerobe
21583,anaerobe
21584,aerobe
21585,anaerobe
21586,anaerobe
21587,anaerobe
21588,anaerobe
21589,anaerobe
21590,aerobe
21591,anaerobe
21592,aerobe
21593,anaerobe
21594,anaerobe
21595,anaerobe
21596,anaerobe
21597,anaerobe
21598,aerobe
21599,aerobe
21600,aerobe
21601,anaerobe
21602,aerobe
21603,anaerobe
21604,anaerobe
21605,anaerobe
21606,anaerobe
21607,aerobe
21608,aerobe
21609,aerobe
21610,anaerobe
21611,anaerobe
21612,anaerobe
21613,anaerobe
21614,anaerobe
21615,anaerobe
21616,anaerobe
21617,aerobe
21618,aerobe
21619,anaerobe
21620,anaerobe
21621,anaerobe
21622,anaerobe
21623,anaerobe
21624,aerobe
21625,aerobe
21626,aerobe
21627,anaerobe
21628,aerobe
21629,anaerobe
21630,aerobe
21631,aerobe
21632,anaerobe
21633,anaerobe
21634,aerobe
21635,anaerobe
21636,aerobe
21637,aerobe
21638,facultative
21639,anaerobe
21640,aerobe
21641,anaerobe
21642,anaerobe
21643,anaerobe
21644,anaerobe
21645,anaerobe
21646,anaerobe
21647,aerobe
21648,anaerobe
21649,aerobe
21650,anaerobe
21651,anaerobe
21652,anaerobe
21653,anaerobe
21654,facultative
21655,aerobe
21656,anaerobe
21657,aerobe
21658,aerobe
21659,aerobe
21660,anaerobe
21661,anaerobe
21662,anaerobe
21663,anaerobe
21664,anaerobe
21665,aerobe
21666,aerobe
21667,aerobe
21668,aerobe
21669,anaerobe
21670,anaerobe
21671,aerobe
21672,aerobe
21673,anaerobe
21674,anaerobe
21675,anaerobe
21676,anaerobe
21677,aerobe
21678,anaerobe
21679,aerobe
21680,aerobe
21681,aerobe
21682,anaerobe
21683,aerobe
21684,anaerobe
21685,aerobe
21686,anaerobe
21687,aerobe
21688,anaerobe
21689,anaerobe
21690,anaerobe
21691,anaerobe
21692,aerobe
21693,anaerobe
21694,anaerobe
21695,aerobe
21696,aerobe
21697,anaerobe
21698,aerobe
21699,aerobe
21700,facultative
21701,anaerobe
21702,anaerobe
21703,aerobe
21704,anaerobe
21705,anaerobe
21706,anaerobe
21707,aerobe
21708,aerobe
21709,anaerobe
21710,aerobe
21711,anaerobe
21712,anaerobe
21713,aerobe
21714,aerobe
21715,anaerobe
21716,aerobe
21717,aerobe
21718,aerobe
21719,aerobe
21720,anaerobe
21721,anaerobe
21722,aerobe
21723,aerobe
21724,aerobe
21725,anaerobe
21726,aerobe
21727,anaerobe
21728,aerobe
21729,anaerobe
21730,anaerobe
21731,aerobe
21732,anaerobe
21733,aerobe
21734,anaerobe
21735,anaerobe
21736,aerobe
21737,anaerobe
21738,aerobe
21739,anaerobe
21740,anaerobe
21741,aerobe
21742,anaerobe
21743,anaerobe
21744,anaerobe
21745,anaerobe
21746,anaerobe
21747,anaerobe
21748,anaerobe
21749,anaerobe
21750,aerobe
21751,aerobe
21752,aerobe
21753,anaerobe
21754,anaerobe
21755,aerobe
21756,anaerobe
21757,anaerobe
21758,aerobe
21759,aerobe
21760,anaerobe
21761,aerobe
21762,anaerobe
21763,anaerobe
21764,anaerobe
21765,anaerobe
21766,anaerobe
21767,aerobe
21768,facultative
21769,aerobe
21770,anaerobe
21771,aerobe
21772,aerobe
21773,aerobe
21774,anaerobe
21775,aerobe
21776,anaerobe
21777,facultative
21778,aerobe
21779,aerobe
21780,anaerobe
21781,facultative
21782,aerobe
21783,aerobe
21784,anaerobe
21785,aerobe
21786,aerobe
21787,anaerobe
21788,aerobe
21789,aerobe
21790,anaerobe
21791,anaerobe
21792,anaerobe
21793,aerobe
21794,aerobe
21795,anaerobe
21796,aerobe
21797,anaerobe
21798,anaerobe
21799,aerobe
21800,anaerobe
21801,aerobe
21802,anaerobe
21803,aerobe
21804,anaerobe
21805,aerobe
21806,aerobe
21807,facultative
21808,aerobe
21809,anaerobe
21810,anaerobe
21811,anaerobe
21812,aerobe
21813,anaerobe
21814,aerobe
21815,anaerobe
21816,anaerobe
21817,anaerobe
21818,aerobe
21819,anaerobe
21820,anaerobe
21821,aerobe
21822,aerobe
21823,facultative
21824,anaerobe
21825,aerobe
21826,anaerobe
21827,anaerobe
21828,aerobe
21829,anaerobe
21830,facultative
21831,aerobe
21832,aerobe
21833,aerobe
21834,aerobe
21835,anaerobe
21836,anaerobe
21837,anaerobe
21838,aerobe
21839,anaerobe
21840,aerobe
21841,aerobe
21842,anaerobe
21843,aerobe
21844,anaerobe
21845,aerobe
21846,aerobe
21847,anaerobe
21848,aerobe
21849,anaerobe
21850,anaerobe
21851,aerobe
21852,anaerobe
21853,anaerobe
21854,anaerobe
21855,aerobe
21856,anaerobe
21857,aerobe
21858,aerobe
21859,anaerobe
21860,aerobe
21861,aerobe
21862,anaerobe
21863,anaerobe
21864,anaerobe
21865,facultative
21866,aerobe
21867,anaerobe
21868,aerobe
21869,aerobe
21870,aerobe
21871,aerobe
21872,anaerobe
21873,facultative
21874,anaerobe
21875,aerobe
21876,anaerobe
21877,aerobe
21878,anaerobe
21879,anaerobe
21880,aerobe
21881,aerobe
21882,anaerobe
21883,anaerobe
21884,anaerobe
21885,aerobe
21886,anaerobe
21887,anaerobe
21888,aerobe
21889,aerobe
21890,anaerobe
21891,anaerobe
21892,anaerobe
21893,aerobe
21894,aerobe
21895,aerobe
21896,aerobe
21897,aerobe
21898,anaerobe
21899,facultative
21900,anaerobe
21901,aerobe
21902,aerobe
21903,aerobe
21904,aerobe
21905,anaerobe
21906,anaerobe
21907,aerobe
21908,anaerobe
21909,anaerobe
21910,anaerobe
21911,anaerobe
21912,aerobe
21913,facultative
21914,aerobe
21915,aerobe
21916,aerobe
21917,anaerobe
21918,aerobe
21919,anaerobe
21920,aerobe
21921,aerobe
21922,aerobe
21923,anaerobe
